ID,CustomerName,CustomerType,DateStarted,Duration,gender,Age,Salary,ReviewDuration,RelatedDuration,Purchased
13832,Aggi Eadmeades,1,2018-03-09 18:30:00,542.39,Female,46,164,,,1
13833,Catlee Minty,4,2018-03-09 01:46:00,709.81,Female,75,112,44,,0
13834,"Manton,Robin ",1,2018-03-09 23:55:00,886.72,Male,71,75,,20,0
13835,Kitty Hatchett,2,2018-03-09 19:22:00,57.15,Female,47,160,,,1
13836,Ursula Cheeney,1,2018-03-09 12:48:00,813.61,Female,24,32,,66,0
13837,Lyndsay Feenan,1,2018-03-09 03:09:00,315.43,Female,65,83,37,,0
13838,"Vyvyan,Orv ",4,2018-03-09 00:49:00,41.53,Male,77,178,,,1
13839,Janaye Riolfi,2,2018-03-09 21:40:00,253.76,Female,25,81,,,0
13840,Suzann Redholls,3,2018-03-09 15:03:00,188.91,Female,32,194,,,0
13841,Dona Leuren,1,2018-03-09 19:43:00,271.33,Female,58,174,100,,1
13842,"Flipsen,Claire ",3,2018-03-09 01:18:00,749.85,Male,57,175,,,1
13843,Shelby Decort,3,2018-03-09 01:25:00,418.46,Female,31,10,71,,0
13844,Eleonore Devenny,4,2018-03-09 19:20:00,805.39,Female,49,41,,10,0
13845,"McLuckie,Raimondo ",3,2018-03-09 00:33:00,225.9,Male,38,129,35,86,1
13846,Carlita Marqyes,1,2018-03-09 02:11:00,182.3,Female,71,192,,,0
13847,"Oughton,Sauncho ",4,2018-03-09 10:40:00,333.76,Male,38,173,16,,0
13848,"Hallgate,Mervin ",2,2018-03-09 17:07:00,362.69,Male,32,99,9,35,0
13849,Chere Seegar,2,2018-03-09 05:51:00,818.72,Female,47,66,,,0
13850,Corrie Juszczyk,2,2018-03-09 11:54:00,462.94,Female,56,78,,96,0
13851,"Pavia,Ernie ",1,2018-03-09 16:13:00,799.26,Male,41,181,,64,0
13852,"McFetrich,Ave ",4,2018-03-09 20:59:00,715.31,Male,54,22,,50,0
13853,"Oda,Herculie ",2,2018-03-09 11:31:00,597.16,Male,54,167,28,,0
13854,Linette Tipple,2,2018-03-09 11:05:00,143.87,Female,35,25,27,,0
13855,"Desport,Archibold ",4,2018-03-09 01:40:00,49.62,Male,50,85,77,,1
13856,Jo-anne Durrance,4,2018-03-09 23:39:00,729.58,Female,76,176,74,,0
13857,Karol Gerrard,3,2018-03-09 23:16:00,511.55,Female,39,21,,54,0
13858,Shalna Reimers,2,2018-03-09 22:26:00,165.17,Female,75,78,13,,0
13859,Hortense Jojic,3,2018-03-09 23:55:00,479.11,Female,55,97,,,0
13860,Elissa Ivashnyov,3,2018-03-09 11:31:00,703.95,Female,29,34,41,65,0
13861,"Blackett,Wald ",3,2018-03-09 13:55:00,479.52,Male,53,76,61,,1
13862,"Burridge,Grover ",1,2018-03-09 19:53:00,429.03,Male,45,189,14,,1
13863,Nissy Cream,3,2018-03-09 03:25:00,90.58,Female,17,80,,51,1
13864,Sharline Tincey,3,2018-03-09 03:45:00,744.52,Female,71,27,41,83,0
13865,"Schultheiss,Stinky ",3,2018-03-09 07:32:00,459.36,Male,68,180,66,10,0
13866,"Windous,Tailor ",2,2018-03-09 16:45:00,275.46,Male,38,164,,,0
13867,"Spurdle,Richmond ",4,2018-03-09 16:16:00,104.78,Male,65,200,60,90,0
13868,Misty Barsham,3,2018-03-09 14:06:00,661.88,Female,53,119,,,0
13869,"Corfield,Bradly ",3,2018-03-09 12:44:00,206.38,Male,28,160,27,,1
13870,"Piddington,Sven ",4,2018-03-09 06:12:00,72.52,Male,59,167,,10,0
13871,"Derwin,Ted ",3,2018-03-09 01:32:00,665.54,Male,49,49,,50,1
13872,"Kwiek,Ambrose ",2,2018-03-09 16:55:00,228.6,Male,69,36,20,75,0
13873,Marys Lawman,3,2018-03-09 15:29:00,75.63,Female,32,73,19,,0
13874,"Tidder,Cody ",1,2018-03-09 03:08:00,456.92,Male,34,76,,,0
13875,"Depka,Rocky ",4,2018-03-09 12:17:00,297.99,Male,43,125,,6,1
13876,Amii Luttgert,4,2018-03-09 21:15:00,276.93,Female,29,174,,62,0
13877,"MacNish,Shadow ",1,2018-03-09 04:33:00,143.83,Male,19,129,,,0
13878,"Cathesyed,Marius ",2,2018-03-09 15:32:00,238.01,Male,33,40,94,,0
13879,"Cawcutt,Yorgos ",1,2018-03-09 17:58:00,416.05,Male,68,116,,81,0
13880,Louella Bridgstock,3,2018-03-09 11:14:00,495.99,Female,57,99,,84,0
13881,Anette Birkenshaw,2,2018-03-09 09:07:00,335.64,Female,26,78,96,9,1
13882,"Duer,Garrott ",1,2018-03-09 02:14:00,428.4,Male,59,86,91,81,0
13883,"Lorent,Bram ",3,2018-03-09 16:20:00,158.54,Male,26,133,,,0
13884,Auberta Chaston,4,2018-03-09 16:21:00,101.34,Female,19,29,28,99,0
13885,"Hourihan,Winnie ",4,2018-03-09 21:30:00,700.01,Male,68,18,,,0
13886,"Fitzsimons,Dominique ",2,2018-03-09 05:39:00,809.86,Male,37,183,,,1
13887,"Banfill,Garv ",3,2018-03-09 08:37:00,756.74,Male,69,92,,51,1
13888,"Bassham,Abraham ",2,2018-03-09 20:50:00,761.66,Male,25,92,,56,0
13889,Rosanne Wreight,4,2018-03-09 21:17:00,369.36,Female,77,182,,73,0
13890,"Ifill,Farlay ",4,2018-03-09 16:00:00,790.48,Male,23,45,8,,0
13891,Jasmin Hacquoil,3,2018-03-09 06:45:00,414.91,Female,56,14,,,1
13892,"Aubry,Francisco ",4,2018-03-09 06:19:00,815.32,Male,60,108,39,,0
13893,"Memory,Chickie ",3,2018-03-09 08:11:00,748.73,Male,71,100,,,1
13894,"Serjeantson,Kaiser ",1,2018-03-09 18:51:00,178.48,Male,54,117,,73,0
13895,Samantha Donaghy,3,2018-03-09 10:02:00,100.59,Female,44,192,95,,0
13896,Minerva Saintpierre,2,2018-03-09 23:24:00,345.9,Female,79,176,74,,0
13897,Sofia Toffanini,1,2018-03-09 18:12:00,276.14,Female,79,197,24,,1
13898,"McClure,Spenser ",2,2018-03-09 18:52:00,550.09,Male,58,22,99,,0
13899,"Pirkis,Osborne ",3,2018-03-09 22:10:00,493.12,Male,56,93,,32,1
13900,Malinde Adriano,4,2018-03-09 18:23:00,66.69,Female,42,116,,,0
13901,"Raigatt,Buddie ",3,2018-03-09 09:10:00,406.96,Male,65,194,34,,0
13902,Gabriellia Smeed,2,2018-03-09 09:33:00,286.47,Female,18,163,65,,0
13903,Irina Povele,4,2018-03-09 18:49:00,702.41,Female,44,137,54,,0
13904,Odele Jewster,4,2018-03-09 13:49:00,505.59,Female,74,12,55,,1
13905,"Gotling,Anderson ",3,2018-03-09 02:25:00,436.29,Male,57,26,46,77,0
13906,Anny Hullbrook,2,2018-03-09 23:25:00,396.08,Female,22,160,,,0
13907,"Dawidowsky,Gun ",2,2018-03-09 23:22:00,555.95,Male,57,178,76,18,0
13908,"Creese,Glen ",3,2018-03-09 19:05:00,253.55,Male,32,159,,24,0
13909,Martica Gallienne,1,2018-03-09 15:32:00,114.11,Female,67,29,85,,1
13910,"Sandeland,Moishe ",3,2018-03-09 06:29:00,863.37,Male,56,122,,,0
13911,"Van Der Weedenburg,Osbourn ",4,2018-03-09 08:41:00,728.87,Male,49,94,34,99,0
13912,"Bellon,Rustin ",4,2018-03-09 00:25:00,481.23,Male,75,186,33,19,0
13913,Vallie Beadles,1,2018-03-09 18:16:00,49.56,Female,58,94,23,69,1
13914,Mitzi Vockins,1,2018-03-09 07:04:00,520.59,Female,71,89,29,21,0
13915,Phil Garahan,2,2018-03-09 10:50:00,421.38,Female,29,150,,,0
13916,Dallas Sleford,3,2018-03-09 15:51:00,856.59,Female,17,70,,,1
13917,Claribel Pinn,3,2018-03-09 00:51:00,205.35,Female,23,170,60,43,0
13918,Cate Bullene,1,2018-03-09 16:45:00,710.06,Female,57,134,36,98,0
13919,"Yorath,Leonhard ",4,2018-03-09 05:01:00,803.29,Male,25,145,86,25,0
13920,"Stainton - Skinn,Weylin ",3,2018-03-09 23:53:00,288.36,Male,19,100,50,83,0
13921,Kaylyn Kellegher,4,2018-03-09 03:39:00,593.31,Female,60,177,,,0
13922,Damara Kingzet,4,2018-03-09 16:57:00,391.32,Female,60,146,,,1
13923,"Skurray,Hernando ",1,2018-03-09 14:25:00,619.12,Male,59,200,64,,1
13924,"Leadbeater,Cheston ",3,2018-03-09 09:28:00,159.88,Male,24,121,95,,1
13925,Isa Labusch,2,2018-03-09 02:59:00,878.39,Female,17,179,99,,1
13926,Reeva Mehew,3,2018-03-09 14:35:00,179.72,Female,30,23,,,0
13927,"Vigrass,Welsh ",2,2018-03-09 01:29:00,685.66,Male,58,127,40,,0
13928,"Blagdon,Alberto ",1,2018-03-09 07:33:00,181.83,Male,64,141,,,0
13929,"Eymor,Haley ",2,2018-03-09 22:06:00,409.86,Male,61,195,,,0
13930,Lorrin Ashleigh,1,2018-03-09 23:44:00,185.81,Female,40,172,,,0
13931,Shelba Hrus,1,2018-03-09 18:00:00,555.89,Female,55,189,58,,0
13932,"Trippick,Hobie ",4,2018-03-09 01:37:00,161.34,Male,27,35,13,81,0
13933,"Bateman,Tremayne ",1,2018-03-09 14:11:00,453.19,Male,56,102,,,0
13934,"Morrice,Edouard ",1,2018-03-09 21:26:00,530.94,Male,32,166,5,,1
13935,Hyacinthia Sollner,3,2018-03-09 05:19:00,254.94,Female,43,111,93,,1
13936,"Gullam,Caleb ",1,2018-03-09 20:53:00,285.85,Male,61,42,,14,0
13937,"Puttick,Conan ",3,2018-03-09 13:45:00,237.5,Male,19,153,9,,1
13938,Coretta De Banke,2,2018-03-09 00:47:00,601.12,Female,70,108,,,1
13939,"Montilla,Raffaello ",4,2018-03-09 01:54:00,785.74,Male,77,135,,,1
13940,Claudina Ritchings,2,2018-03-09 23:56:00,99.82,Female,37,122,76,,0
13941,Evangeline Hannabus,1,2018-03-09 19:26:00,111.93,Female,70,173,,94,1
13942,Kelsy Lindstedt,1,2018-03-09 23:26:00,289.53,Female,27,55,,34,1
13943,"Soughton,Noam ",2,2018-03-09 11:38:00,459.62,Male,67,123,66,54,0
13944,Angelika Hannond,1,2018-03-09 17:33:00,545.12,Female,23,82,6,88,0
13945,"Spraggon,Ximenes ",2,2018-03-09 16:49:00,82,Male,34,143,,,1
13946,"Tanzig,Byran ",2,2018-03-09 09:09:00,823.88,Male,52,53,,,1
13947,Mellicent Wylder,4,2018-03-09 13:20:00,262.26,Female,66,160,24,79,0
13948,Dianna McCunn,3,2018-03-09 22:16:00,731.13,Female,68,88,,,1
13949,"Andrus,Ulick ",3,2018-03-09 18:44:00,611.94,Male,60,176,48,,0
13950,Erna Breffit,1,2018-03-09 03:12:00,673.74,Female,48,163,22,,1
13951,Keriann Haggis,2,2018-03-09 06:24:00,684.18,Female,31,112,82,,0
13952,"Kenworth,Peirce ",2,2018-03-09 09:55:00,878.49,Male,72,82,,,0
13953,"Paulou,Teodoro ",2,2018-03-09 06:28:00,880.1,Male,17,73,,41,1
13954,"Bransdon,Vern ",1,2018-03-09 03:41:00,506.77,Male,61,43,,,0
13955,"Dominik,Angus ",4,2018-03-09 03:28:00,649.51,Male,79,16,,69,0
13956,"Paaso,Carr ",2,2018-03-09 00:06:00,502.61,Male,69,112,84,,0
13957,"Drinkel,Dorie ",2,2018-03-09 02:21:00,298.2,Male,75,120,,,1
13958,Marley Wetheril,4,2018-03-09 03:13:00,249.69,Female,47,80,,,0
13959,"Lupson,Hewet ",1,2018-03-09 08:48:00,761.2,Male,40,52,28,48,0
13960,Anneliese Biermatowicz,1,2018-03-09 08:59:00,14.29,Female,41,190,,,1
13961,"Dibbe,Hazel ",4,2018-03-09 11:27:00,852.37,Male,39,148,,38,0
13962,"Doherty,Baillie ",1,2018-03-09 02:04:00,532.92,Male,44,132,47,48,0
13963,Dorelia Virgin,4,2018-03-09 03:19:00,98.41,Female,41,54,88,15,1
13964,Clemmie Larne,1,2018-03-09 20:55:00,458.75,Female,75,127,77,,1
13965,"Brigden,Jamill ",3,2018-03-09 00:55:00,371.14,Male,20,75,,,1
13966,"Burehill,Clair ",3,2018-03-09 18:24:00,706.54,Male,23,143,5,33,1
13967,Julietta McTeer,3,2018-03-09 23:33:00,689.97,Female,57,192,,,0
13968,Lilyan Petschelt,4,2018-03-09 11:37:00,536.17,Female,26,136,5,63,0
13969,Selia Matchett,2,2018-03-09 19:33:00,446.65,Female,48,16,,,0
13970,Johnna Mc Giffin,2,2018-03-09 09:24:00,736.31,Female,47,107,69,,0
13971,Lelia Frayne,4,2018-03-09 23:07:00,276.49,Female,67,51,,79,1
13972,Nissie Shapera,2,2018-03-09 06:00:00,880.65,Female,18,176,,,0
13973,"Ledbetter,Shaine ",1,2018-03-09 11:05:00,486.44,Male,74,86,,,0
13974,Alisha Frohock,1,2018-03-09 03:59:00,346.65,Female,39,190,,29,0
13975,"Bringloe,Creight ",1,2018-03-09 20:17:00,252,Male,20,162,,60,0
13976,Lavinia Duguid,1,2018-03-09 12:24:00,600.43,Female,67,158,37,45,0
13977,"Storah,Brien ",1,2018-03-09 19:56:00,544.64,Male,18,87,79,,0
13978,"Lettsom,Hardy ",2,2018-03-09 20:58:00,741.31,Male,33,91,15,,0
13979,"Barr,Durant ",4,2018-03-09 08:15:00,372.65,Male,59,39,,69,1
13980,"McOwan,Otho ",3,2018-03-09 22:03:00,127.26,Male,18,49,,,1
13981,"Steiner,Gus ",3,2018-03-09 06:18:00,643.87,Male,47,112,,,0
13982,"Duffield,Wiatt ",1,2018-03-09 18:36:00,48.96,Male,32,138,,,0
13983,Shantee Norcross,4,2018-03-09 02:29:00,467.65,Female,30,64,45,,0
13984,"Kingsnod,Tymothy ",1,2018-03-09 20:32:00,843.38,Male,31,37,8,74,0
13985,Nissy Whistlecroft,4,2018-03-09 17:17:00,335.81,Female,62,168,10,,0
13986,"Tomasello,Stacee ",2,2018-03-09 04:33:00,245.03,Male,20,88,81,97,1
13987,Ivie O' Cuolahan,1,2018-03-09 09:19:00,28.77,Female,78,20,,97,0
13988,"Eadmeads,Hasheem ",4,2018-03-09 09:12:00,184.24,Male,72,121,,39,0
13989,"Saltern,Mal ",2,2018-03-09 16:07:00,652.66,Male,54,74,45,,1
13990,Keely Jahndel,1,2018-03-09 09:47:00,145.36,Female,76,197,,25,1
13991,Shel Rive,3,2018-03-09 14:05:00,582.9,Female,74,117,92,45,0
13992,Shina Bartoli,2,2018-03-09 15:56:00,490.11,Female,48,44,6,,0
13993,"Aneley,Wallie ",3,2018-03-09 07:26:00,230.25,Male,44,22,16,,0
13994,"Camelli,Toddy ",1,2018-03-09 12:24:00,241.15,Male,44,198,,58,0
13995,Verile Joskowicz,4,2018-03-09 04:00:00,568.39,Female,22,175,,68,1
13996,Johanna Sansome,4,2018-03-09 17:31:00,246.56,Female,71,156,70,56,0
13997,"Grzelak,Taber ",2,2018-03-09 18:04:00,791.89,Male,34,144,,,1
13998,Lynde Lockart,4,2018-03-09 18:47:00,830.19,Female,42,160,61,,0
13999,Trixy Barabich,4,2018-03-09 03:27:00,127.9,Female,53,89,36,14,0
14000,"Hoggin,Philbert ",4,2018-03-09 02:05:00,288.87,Male,56,162,72,,0
14001,Brunhilde Bawdon,2,2018-03-09 23:21:00,188.58,Female,55,192,,66,0
14002,Irma Trulock,3,2018-03-09 20:29:00,181.3,Female,59,196,51,,0
14003,Frannie Hincham,4,2018-03-09 17:00:00,715.31,Female,36,64,87,,0
14004,Maryanna Monnelly,2,2018-03-09 12:59:00,382,Female,61,134,91,27,1
14005,Latrena Drover,3,2018-03-09 05:50:00,546.12,Female,24,153,63,,0
14006,"Priver,Zackariah ",4,2018-03-09 07:15:00,461.85,Male,22,75,,,1
14007,"Paik,Krishna ",3,2018-03-09 00:37:00,297.37,Male,52,89,81,5,0
14008,Fayina Saylor,4,2018-03-09 11:40:00,553.33,Female,22,81,,,0
14009,Dyanna Hugle,1,2018-03-09 02:31:00,43.35,Female,31,193,,12,1
14010,"Khomin,Moishe ",1,2018-03-09 23:07:00,767.07,Male,45,171,56,,0
14011,"Thoms,Lowell ",3,2018-03-09 17:12:00,366.12,Male,76,143,,6,0
14012,"Stamp,Francisco ",1,2018-03-09 20:09:00,522.53,Male,50,131,,,0
14013,"Goskar,Al ",3,2018-03-09 14:30:00,35.83,Male,28,15,90,,0
14014,"Coyish,Ewan ",2,2018-03-09 01:22:00,254.56,Male,78,192,,,1
14015,Constantina Mayling,4,2018-03-09 09:39:00,237.64,Female,77,73,,,0
14016,"Dockwra,Cori ",1,2018-03-09 08:10:00,315.59,Male,24,175,,84,1
14017,Joycelin Bwy,2,2018-03-09 15:30:00,523.95,Female,47,173,85,90,1
14018,"Wicken,Giselbert ",4,2018-03-09 04:06:00,608.7,Male,21,79,,55,0
14019,Shawnee Andreotti,3,2018-03-09 04:45:00,659.92,Female,24,32,99,,0
14020,Florencia De Maria,1,2018-03-09 21:23:00,636.43,Female,22,57,87,,0
14021,Georgina Commander,3,2018-03-09 05:10:00,272.19,Female,35,35,,85,0
14022,"Farlamb,Gualterio ",2,2018-03-09 10:50:00,801.11,Male,45,119,,,0
14023,"O'Dougherty,Alonso ",3,2018-03-09 00:45:00,826.33,Male,25,59,45,,0
14024,"Cardis,Emmit ",4,2018-03-09 21:42:00,460.93,Male,17,187,52,,0
14025,Bridget Tales,2,2018-03-09 19:37:00,122.73,Female,61,95,20,97,0
14026,"Bolam,Park ",3,2018-03-09 18:55:00,374.22,Male,36,126,,,0
14027,"Keuntje,Richardo ",3,2018-03-09 04:46:00,443.55,Male,73,14,10,42,1
14028,Gisella Ebhardt,4,2018-03-09 09:56:00,867.83,Female,47,143,36,9,0
14029,"Delacourt,Rudolfo ",4,2018-03-09 05:08:00,674.02,Male,36,106,58,42,1
14030,"Leeburne,Maxie ",1,2018-03-09 11:26:00,289.84,Male,48,146,,,0
14031,Breena Spinage,2,2018-03-09 08:58:00,338.18,Female,19,173,14,19,0
14032,Ivie Pheazey,1,2018-03-09 12:24:00,331.5,Female,31,44,87,60,0
14033,Chelsea Gaddes,4,2018-03-09 00:46:00,26.35,Female,63,156,,,0
14034,Aubrie Bonevant,3,2018-03-09 22:31:00,209.18,Female,63,91,,92,0
14035,Marissa Kener,4,2018-03-09 01:24:00,454.49,Female,44,48,,38,0
14036,Jaquith Paliser,4,2018-03-09 20:14:00,736.21,Female,55,46,,,0
14037,Pauletta Towns,2,2018-03-09 10:22:00,302.69,Female,79,71,,,0
14038,"Kahen,Andrey ",4,2018-03-09 18:35:00,807.72,Male,22,120,41,,0
14039,"Swyne,Ivar ",3,2018-03-09 20:10:00,708.39,Male,61,181,,63,0
14040,"Josham,Antonius ",3,2018-03-09 14:46:00,570.38,Male,72,46,,,1
14041,"Skepper,Oswald ",2,2018-03-09 00:55:00,518.33,Male,36,38,,,0
14042,Rosetta Flack,2,2018-03-09 18:21:00,386.24,Female,41,88,,5,0
14043,"Lentsch,Guss ",4,2018-03-09 19:14:00,802.49,Male,76,162,,,0
14044,Ainslee Kinnach,1,2018-03-09 11:51:00,641.91,Female,51,29,,75,0
14045,Bunni Gimert,4,2018-03-09 19:48:00,518.68,Female,42,103,,74,0
14046,"Brundle,Stillmann ",1,2018-03-09 08:59:00,167.19,Male,19,78,60,71,1
14047,Janifer Nyssens,2,2018-03-09 15:51:00,681.04,Female,74,127,76,,0
14048,Shani Fell,3,2018-03-09 05:53:00,418.16,Female,57,30,,,1
14049,Henryetta Clift,3,2018-03-09 00:55:00,638.87,Female,50,131,,,0
14050,Britteny Bradick,2,2018-03-09 02:31:00,524.36,Female,71,149,100,,1
14051,"Nowakowska,Merell ",2,2018-03-09 09:22:00,249.43,Male,62,176,25,,0
14052,Sibby Guilliatt,3,2018-03-09 17:21:00,291.57,Female,41,45,59,,0
14053,Andie Elford,4,2018-03-09 07:16:00,427.55,Female,61,52,67,17,0
14054,Grazia Bolesma,1,2018-03-09 11:13:00,716.07,Female,37,108,,85,0
14055,"Piccard,Manolo ",3,2018-03-09 14:01:00,71.78,Male,17,108,6,,1
14056,Neilla Checo,2,2018-03-09 02:44:00,813.32,Female,60,39,,,0
14057,Henrie Dalgleish,4,2018-03-09 21:40:00,799.14,Female,39,194,,,1
14058,Angie Linkleter,2,2018-03-09 13:50:00,881.96,Female,26,133,,,0
14059,Dodie Mea,4,2018-03-09 21:43:00,818.54,Female,44,87,,,0
14060,"Renvoys,Brenden ",2,2018-03-09 07:56:00,648.71,Male,20,148,84,,0
14061,"MacAlpin,Tanney ",4,2018-03-09 22:17:00,815.94,Male,17,152,,,0
14062,Agnella Lomasna,3,2018-03-09 17:06:00,517.8,Female,39,185,42,9,1
14063,Cherilyn Wainscoat,4,2018-03-09 10:58:00,74.29,Female,26,113,,6,0
14064,"Vallens,Aldis ",3,2018-03-09 11:58:00,437,Male,28,101,58,71,0
14065,Tova Jeaves,2,2018-03-09 19:42:00,91.31,Female,68,55,,,1
14066,Kial Dwine,1,2018-03-09 08:36:00,814.92,Female,37,168,57,,1
14067,"Edland,Alanson ",3,2018-03-09 17:37:00,804.58,Male,43,110,,,0
14068,"MacTrustrie,Frederico ",4,2018-03-09 06:42:00,103.48,Male,73,101,30,,0
14069,"Antoszewski,Emlen ",2,2018-03-09 16:58:00,42.28,Male,18,120,,,0
14070,"Parramore,Richard ",3,2018-03-09 04:13:00,582.41,Male,43,31,,,0
14071,"Tunder,Harvey ",2,2018-03-09 21:52:00,753.06,Male,37,167,,58,1
14072,Dode Baunton,4,2018-03-09 14:26:00,636.82,Female,37,114,29,,0
14073,"Lygoe,Wittie ",4,2018-03-09 21:58:00,693.81,Male,61,21,,56,0
14074,Blanca Breed,2,2018-03-09 17:15:00,44.21,Female,55,37,83,,1
14075,Margit Murdoch,2,2018-03-09 03:47:00,495.95,Female,25,82,,,0
14076,Dedra Olenin,3,2018-03-09 14:12:00,717.39,Female,74,89,,34,0
14077,Hallie Brawson,1,2018-03-09 02:54:00,97.65,Female,79,198,,,0
14078,Adela Galletly,2,2018-03-09 04:21:00,465.93,Female,53,109,,,0
14079,"Cochran,Reinold ",1,2018-03-09 17:32:00,540.36,Male,74,179,50,,0
14080,Olimpia Vittel,2,2018-03-09 02:16:00,855.09,Female,40,98,,,0
14081,"Avraham,Kort ",4,2018-03-09 18:16:00,552.3,Male,43,179,46,,1
14082,"Dobrowolny,Nikita ",1,2018-03-09 03:37:00,157.03,Male,42,89,84,,0
14083,"McCole,Randolf ",3,2018-03-09 20:06:00,395.82,Male,56,13,25,,0
14084,Bobette Cannaway,1,2018-03-09 07:44:00,390.64,Female,41,75,13,,1
14085,Aubree Vallentin,2,2018-03-09 07:35:00,647.92,Female,77,77,,49,0
14086,Tawnya Knagges,3,2018-03-09 12:26:00,189.36,Female,23,161,94,62,0
14087,Dorrie Doumenc,1,2018-03-09 13:22:00,321.93,Female,32,137,,,0
14088,"Renison,Woodrow ",2,2018-03-09 10:34:00,476.74,Male,32,160,67,,0
14089,"Kuhnke,Ferris ",2,2018-03-09 07:54:00,457.09,Male,56,13,,93,0
14090,Rafaelita Macilhench,3,2018-03-09 15:23:00,429.21,Female,24,200,13,76,0
14091,Stormy Buessen,1,2018-03-09 11:43:00,291.86,Female,64,188,,,0
14092,"Corsar,Jakie ",3,2018-03-09 18:03:00,292.39,Male,48,124,,,1
14093,Ingrid Vevers,3,2018-03-09 15:26:00,694.19,Female,34,97,,,0
14094,"Scaice,Ramon ",3,2018-03-09 08:40:00,813.42,Male,37,11,71,45,0
14095,Katharyn Berzen,1,2018-03-09 07:45:00,264.46,Female,67,80,9,,0
14096,Annelise Blowick,4,2018-03-09 10:14:00,350.86,Female,50,141,98,,1
14097,"Kupke,Rollo ",4,2018-03-09 20:12:00,408.39,Male,55,185,51,5,0
14098,Brianna Lubbock,2,2018-03-09 20:35:00,97.59,Female,78,20,15,,0
14099,Joella Grimoldby,4,2018-03-09 18:38:00,273.06,Female,29,47,100,,0
14100,Karolina McKirdy,2,2018-03-09 16:35:00,277.64,Female,46,81,90,,1
14101,"Talman,Chick ",2,2018-03-09 02:20:00,35.05,Male,34,111,,,0
14102,"Bowes,Aloin ",2,2018-03-09 04:26:00,580.35,Male,42,70,5,25,0
14103,"Ellington,Bay ",3,2018-03-09 10:11:00,205.81,Male,69,152,,,0
14104,Athene Plesing,2,2018-03-09 03:08:00,713.55,Female,17,72,16,,0
14105,"Moverley,Thaxter ",1,2018-03-09 09:37:00,891.85,Male,65,144,28,19,1
14106,Janna Jolliff,3,2018-03-09 02:55:00,553.26,Female,24,179,11,40,0
14107,Lorenza Doerren,3,2018-03-09 08:12:00,528.46,Female,62,129,,,1
14108,"Capehorn,Hallsy ",4,2018-03-09 21:39:00,599.25,Male,26,57,,79,1
14109,Babette Alfonsetto,1,2018-03-09 12:25:00,513.09,Female,21,103,87,11,1
14110,"De Blasiis,Allistir ",4,2018-03-09 20:32:00,784.59,Male,57,83,,,1
14111,Rochette Espinazo,3,2018-03-09 04:01:00,417.04,Female,22,156,,,1
14112,Donnajean Heynel,2,2018-03-09 06:13:00,704.07,Female,47,163,41,,0
14113,"Schimank,Neill ",2,2018-03-09 01:19:00,353.59,Male,67,114,,,1
14114,Cristionna Fountain,2,2018-03-09 22:57:00,615.46,Female,37,168,,,0
14115,"Plail,Ario ",4,2018-03-09 06:42:00,854.52,Male,34,40,,,0
14116,"Marzella,Zedekiah ",2,2018-03-09 10:56:00,835.99,Male,78,103,,71,1
14117,Amity Flexman,4,2018-03-09 16:16:00,21.45,Female,46,48,,75,1
14118,"Aronow,Russell ",2,2018-03-09 12:50:00,718.29,Male,66,35,,,0
14119,"O'Cuddie,Prescott ",3,2018-03-09 21:10:00,73.57,Male,60,57,,,1
14120,"Wimbridge,Sid ",2,2018-03-09 15:49:00,77.3,Male,52,159,,66,0
14121,Gael Joel,4,2018-03-09 00:11:00,407.8,Female,31,59,92,,0
14122,"Vassel,Haley ",3,2018-03-09 22:18:00,785.52,Male,25,187,79,95,0
14123,"McOmish,Eugenio ",3,2018-03-09 17:47:00,76.17,Male,27,167,14,,0
14124,"Arnholtz,Bordie ",1,2018-03-09 04:51:00,86.25,Male,34,58,19,,1
14125,Murial Cottell,4,2018-03-09 04:17:00,626.42,Female,45,171,19,,0
14126,Cassey Schleicher,3,2018-03-09 14:22:00,41.02,Female,44,151,,37,0
14127,"Nodin,Gaston ",4,2018-03-09 16:07:00,815.62,Male,25,89,99,44,0
14128,Jaimie Adkin,2,2018-03-09 11:35:00,433.21,Female,48,73,70,,0
14129,Rivkah Swaffield,3,2018-03-09 03:41:00,80.08,Female,74,139,51,54,0
14130,Clarine Redding,2,2018-03-09 04:13:00,167.99,Female,20,152,42,34,0
14131,"Vaughton,Clem ",4,2018-03-09 17:19:00,732.86,Male,58,150,98,,0
14132,Rozele Cockram,3,2018-03-09 05:31:00,305.67,Female,74,189,,60,0
14133,Dusty Leveridge,1,2018-03-09 21:13:00,644.63,Female,28,195,,,0
14134,Cally Cuvley,2,2018-03-09 13:55:00,260.31,Female,47,84,,,0
14135,"Minguet,Fairlie ",2,2018-03-09 23:26:00,229.52,Male,41,88,64,,0
14136,"Blucher,Ryley ",4,2018-03-09 00:44:00,425.96,Male,59,129,37,27,0
14137,Katrine Snaith,3,2018-03-09 06:12:00,388.88,Female,42,14,24,39,1
14138,"Apfelmann,Hakeem ",4,2018-03-09 23:46:00,323.92,Male,31,103,98,47,0
14139,"Reddie,Alford ",4,2018-03-09 03:18:00,76.76,Male,32,113,67,,0
14140,"Stopford,Geordie ",4,2018-03-09 08:58:00,543.95,Male,73,121,89,,0
14141,Mab Baroche,3,2018-03-09 13:18:00,395.3,Female,77,87,17,,1
14142,"Brill,Tully ",2,2018-03-09 00:19:00,157.6,Male,47,47,,92,0
